generated_utc,coverage_end,last_complete_year,frozen_history_end,charts_built_for_year,expected_refresh_days,w1,w2,w3,w4,w5,w6,w7,w8
2026-08-10 09:17:15,2026-08-10 07:00,2025,2025,2025,10,2019,2020,2021,2022,2023,2024,2025,2026
